2022,10,29,"10 KING'S COLLEGE ROAD, TORONTO",INSECURE PREMISES,REPORT OF AN INSECURE PREMISES; ALL APPEARED IN ORDER.,43.6600106,-79.3948345
2022,10,29,"21 SUSSEX AVENUE, TORONTO",PERSON WELL-BEING CHECK,CONCERN FOR A PERSONS WELL-BEING WAS REPORTED; ALL IN ORDER.,43.6647299,-79.40099479999999
2022,10,29,"130 ST. GEORGE STREET, TORONTO",DISTURBANCE,REPORT OF A DISTURBANCE; ALL IN ORDER.,43.6644223,-79.3993359
2022,10,29,"81 ST. MARY STREET, TORONTO",PERSON WELL-BEING CHECK,REPORT OF A CONCERN FOR A PERSONS WELL-BEING; ALL IN ORDER.,43.6666468,-79.39042119999999
2022,10,29,"170 ST. GEORGE STREET, TORONTO",PROPERTY DAMAGE,REPORT OF A BURST WATER PIPE; NO DAMAGE TO REPORT.,43.6677163,-79.4002076
2022,10,29,"80 ST. GEORGE STREET, TORONTO",LIQUOR LICENCE ACT,REPORT OF AN INTOXICATED PERSON; PARTY TRANSPORTED TO HOSPITAL BY PARAMEDICS.,43.66178439999999,-79.3977525
2022,10,29,"55 HARBORD STREET, TORONTO",MEDICAL ,REPORT OF A MEDICAL AFTER THE FACT.,43.6628599,-79.40103649999999
2022,10,29,"95 QUEEN'S PARK, TORONTO",MISSING PERSON,REPORT OF A MISSING PERSON; PARTY WAS LOCATED AND SAFE.,43.6676633,-79.3930147
2022,10,29,"170 ST. GEORGE STREET, TORONTO",PROPERTY DAMAGE,REPORT OF A PROPERTY DAMAGE.,43.6677163,-79.4002076
2022,10,28,"230 COLLEGE STREET, TORONTO",ASSAULT,REPORT OF AN ASSAULT (ATTEMPT); NO INJURIES.,43.6587516,-79.3979178
2022,10,28,"230 COLLEGE STREET, TORONTO",LIQUOR LICENCE ACT,REPORT OF AN INTOXICATED PERSON.,43.6587516,-79.3979178
2022,10,28,"35 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS ENGAGING IN PROHIBITED ACTIVITY;  PARTIES LEFT PRIOR TO OFFICERS ARRIVAL.,43.6598852,-79.39635249999999
2022,10,28,"55 ST. GEORGE STREET, TORONTO",POLICE INFORMATION,REPORT OF UNAUTHORIZED POSTERS BEING POSTED.,43.6607349,-79.39661219999999
2022,10,28,"55 HARBORD STREET, TORONTO",MEDICAL ,REPORT OF A SPORTS INJURY; PARTY TRANSPORTED TO HOSPITAL.,43.6628599,-79.40103649999999
2022,10,28,"21 SUSSEX AVENUE, TORONTO",POLICE ASSISTANCE,REPORT OF A PERSON REQUESTING CAMPUS SAFETY ASSISTANCE.,43.6647299,-79.40099479999999
2022,10,28,"89 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; PARTY LEFT WITHOUT FURTHER INCIDENT.,43.6644266,-79.3980931
2022,10,28,"25 HARBORD STREET, TORONTO",POLICE INFORMATION,REPORT OF UNAUTHORIZED POSTERS BEING DISPLAYED.,43.6635542,-79.3988725
2022,10,28,"55 ST. GEORGE STERET, TORONTO",POLICE INFORMATION,REPORT OF POSTERS BEING DISPLAYED WITHOUT AUTHORIZATION.,43.6607349,-79.39661219999999
2022,10,28,"107 ST. GEORGE STREET, TORONTO",PERSON WELL-BEING CHECK,REPORT OF A CONCERN FOR A PERSONS WELL-BEING; PARTY WAS ABLE TO CARE FOR THEMSELVES.,43.6655943,-79.398736
2022,10,28,"40 ST. GEORGE STREET, TORONTO",SUSPICIOUS INCIDENT,REPORT OF A SUSPICIOUS INCIDENT; ALL IN ORDER.,43.6595745,-79.3973729
2022,10,27,"27 KING'S COLLEGE CIRCLE, TORONTO",PROTEST,REPORT OF A PROTEST.,43.660928,-79.3958992
2022,10,27,"144 COLLEGE STREET, TORONTO",MOTOR VEHICLE COLLISION,REPORT OF A MOTOR VEHICLE COLLISION INVOLVING PERSONAL INJURY.,43.65993290000001,-79.3916642
2022,10,27,"79 ST. GEORGE STREET, TORONTO",PROPERTY DAMAGE,REPORT OF PROPERTY DAMAGE; NOT CRIMINAL IN NATURE.,43.6633872,-79.3974877
2022,10,27,"7 HART HOUSE CIRCLE, TORONTO",PROTEST,REPORT OF A PEACEFUL PROTEST.,43.6640143,-79.39433190000001
2022,10,27,"78 QUEEN'S PARK, TORONTO",PROTEST,REPORT OF A PROTEST.  ALL IN ORDER.,43.6661177,-79.3937945
2022,10,27,"130 ST. GEORGE STREET, TORONTO",THEFT,REPORT OF A BICYCLE THEFT.,43.6644223,-79.3993359
2022,10,27,"35 ST. GEORGE STREET, TORONTO",THEFT,REPORT OF A THEFT OF A SCOOTER.,43.6598852,-79.39635249999999
2022,10,27,"213 HURON STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; ALL IN ORDER.,43.6594834,-79.3982022
2022,10,27,"41 WILLCOCKS STREET, TORONTO",MEDICAL,REPORT OF A PERSON REQUIRING MEDICAL AID; PARTY TRANSPORTED TO HOSPITAL BY PARAMEDICS.,43.66116969999999,-79.4005324
2022,10,27,"7 HART HOUSE CIRCLE, TORONTO",THEFT,REPORT OF A WALLET THEFT.,43.6640143,-79.39433190000001
2022,10,27,"71 PRINCE ARTHUR AVENUE, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT PRIOR TO OFFICERS ARRIVAL.,43.6687187,-79.39957199999999
2022,10,27,"100 ST. GOERGE STREET, TORONTO",PROTEST,REPORT OF A SCHEDULED PROTEST.,43.6627535,-79.39868600000001
2022,10,27,"255 HURON STREET, TORONTO",THEFT,REPORT OF A BICYCLE THEFT.,43.66090699999999,-79.39872179999999
2022,10,27,"130 ST. GEORGE STREET, TORONTO",POLICE INFORMATION,REPORT OF A SUSPICIOUS INCIDENT.,43.6644223,-79.3993359
2022,10,26,"10 KING'S COLLEGE ROAD, TORONTO",DISTURBANCE,REPORT OF A DISTURBANCE; ALL IN ORDER.,43.6600106,-79.3948345
2022,10,26,"21 SUSSEX AVENUE, TORONTO",FRAUD,REPORT OF AN ATTEMPTED JOB SCAM; NO FUNDS TRANSFERRED.,43.6647299,-79.40099479999999
2022,10,26,"89 CHESTNUT STREET, TORONTO",POLICE ASSISTANCE,REPORT OF POLICE ASSISTANCE; ALL IN ORDER.,43.6540972,-79.3850073
2022,10,26,"1 KING'S COLLEGE CIRCLE, TORONTO",MEDICAL,REPORT OF A PERSON REQUIRING MEDICAL AID.  PERSON TRANSPORTED TO HOSPITAL BY PARAMEDICS.,43.6608871,-79.3937206
2022,10,26,"21 SUSSEX AVENUE, TORONTO",POLICE INFORMATION,PERSON REPORTED SUSPICIOUS E-MAIL.,43.6647299,-79.40099479999999
2022,10,25,"35 CHARLES STREET WEST, TORONTO",SUSPICIOUS PACKAGE,REPORT OF A SUSPICIOUS PACKAGE; ALL IN ORDER.,43.6679783,-79.38733479999999
2022,10,25,"85 ST. GEORGE STREET, TORONTO",BYLAW,REPORT OF AN ANIMAL COMPLAINT.,43.6640402,-79.3978532
2022,10,25,"60 HARBORD STREET, TORONTO",MEDICAL,REPORT OF AN INJURED CYCLIST; PARTY TRANSPORTED TO HOSPITAL BY PARAMEDICS.,43.6635869,-79.40154369999999
2022,10,25,"40 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY WAS GONE PRIOR TO OFFICERS ARRIVAL.,43.6595745,-79.3973729
2022,10,25,"222 COLLEGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT WITHOUT INCIDENT.,43.6587857,-79.3975248
2022,10,25,"100 ST. GEORGE STREET, TORONTO",POLICE INFORMATION,REPORT OF ANTI-VAX SIGNAGE.,43.6627535,-79.39868600000001
2022,10,25,"7 HART HOUSE CIRCLE, TORONTO",MEDICAL,PERSON REQUIRING MEDICAL AID; PARTY WAS TRANSPORTED TO HOSPITAL BY PARAMEDICS.,43.6640143,-79.39433190000001
2022,10,25,"107 ST. GEORGE STREET, TORONTO",MISCHIEF,REPORT OF MISCHIEF; NOT GANG OR HATE RELATED.,43.6655943,-79.398736
2022,10,25,"1 SPADINA CRESCENT, TORONTO",SUSPICOUS PERSON,REPORT OF A SUSPICIOUS PERSON IN THE BUILDING; ALL IN ORDER,43.6596724,-79.400621
2022,10,25,"55 ST. GEORGE STREET, TORONTO",THEFT,REPORT OF A THEFT OF LAPTOP.,43.6607349,-79.39661219999999
2022,10,25,"21 SUSSEX AVENUE, TORONTO",PERSON WELL-BEING CHECK,CONCERN FOR A PERSONS WELL-BEING; ALL IN ORDER.,43.6647299,-79.40099479999999
2022,10,25,"107 ST. GEORGE STREET, TORONTO",MISCHIEF,REPORT OF MISCHIEF.,43.6655943,-79.398736
2022,10,25,"40 ST. GEORGE STREET, TORONTO",VOYEURISM,REPORT OF VOYEURISM.,43.6595745,-79.3973729
2022,10,25,"7 HART HOUSE CIRCLE, TORONTO",THEFT,REPORT OF A THEFT; UNCONFIRMED.,43.6640143,-79.39433190000001
2022,10,25,"90 WELLESLEY STREET WEST, TORONTO",MEDICAL,REPORT OF A PERSON REQUIRING MEDICAL AID; PARTY TRANSPORTED TO HOSPITAL BY PARAMEDICS.,43.6641333,-79.389529
2022,10,25,"35 CHARLES STREET WEST, TORONTO",ASSAULT,REPORT OF AN ASSAULT; NO INJURIES.,43.6679783,-79.38733479999999
2022,10,25,"1 SPADINA CRESCENT, TORONTO",THEFT,REPORT OF A BICYCLE THEFT.,43.6596724,-79.400621
2022,10,25,"10 KING'S COLLEGE ROAD, TORONTO",DISTURBANCE,REPORT OF A DISTURBANCE; ALL IN ORDER.,43.6600106,-79.3948345
2022,10,25,"7 HART HOUSE CIRCLE, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; ALL IN ORDER.,43.6640143,-79.39433190000001
2022,10,25,"105 ST. GEORGE STREET, TORONTO",MISCHIEF,REPORT OF MISCHIEF.,43.6653391,-79.3983834
2022,10,24,"27 KING'S COLLEGE CIRCLE, TORONTO",THEFT,REPORT OF A BICYCLE THEFT.,43.660928,-79.3958992
2022,10,24,"BLOOR STREET WEST AND ST. GEORGE STREET, TORONTO",ASSAULT,REPORT OF AN UNPROVOKED ASSAULT.,43.6675177,-79.3998186
2022,10,24,"75 QUEEN'S PARK, TORONTO",MISCHIEF,REPORT OF MISCHIEF (BROKEN WINDOW); NO ENTRY GAINED.,43.6667356,-79.3928607
2022,10,24,"321 BLOOR STREET WEST, TORONTO",MEDICAL,TORONTO PARAMEDICS TRANSPORTED PERSON TO HOSPITAL.,43.6674618,-79.3991159
2022,10,24,"107 ST. GEORGE STREET, TORONTO",PERSON WELL-BEING CHECK,OFFICERS PERFORMED A WELL-BEING CHECK; PARTY WAS ABLE TO CARE FOR THEMSELVES.,43.6655943,-79.398736
2022,10,24,"100 ST. GEORGE STREET, TORONTO",DISTURBANCE,REPORT OF A DISTURBANCE; ALL IN ORDER.,43.6627535,-79.39868600000001
2022,10,24,"81 ST. MARY STREET, TORONTO",THEFT,REPORT OF A BICYCLE THEFT.,43.6666468,-79.39042119999999
2022,10,24,"1 SPADINA CRESCENT, TORONTO",POLICE ASSISTANCE,PARTY WAS PROVIDED ASSISTANCE.,43.6596724,-79.400621
2022,10,24,"7 HART HOUSE CIRCLE, TORONTO",THEFT,REPORT OF A THEFT FROM A LOCKER (LOCK DEFEATED).,43.6640143,-79.39433190000001
2022,10,24,"130 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.  PARTY GONE PRIOR TO OFFICERS ARRIVAL.,43.6644223,-79.3993359
2022,10,24,"215 HURON STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF A PERSONS REFUSING TO LEAVE; PARTY WAS GONE PRIOR TO OFFICERS ARRIVAL.,43.6592175,-79.3983375
2022,10,24,"80 ST. GEORGE STREET, TORONTO",911 HANG UP,REPORT OF A 911 CALL; ALL IN ORDER (ACCIDENTAL CALL),43.66178439999999,-79.3977525
2022,10,24,"10 KING'S COLLEGE ROAD, TORONTO",THEFT,REPORT OF A BICYCLE THEFT.,43.6600106,-79.3948345
2022,10,24,"9 KING'S COLLEGE CIRCLE, TORONTO",THEFT,REPORT OF LAPTOP THEFT.,43.6620982,-79.3937002
2022,10,24,"1 KING'S COLLEGE CIRCLE, TORONTO",MEDICAL,REPORT OF A PERSON REQUIRING MEDICAL AID.  TORONTO PARAMEDICS PROVIDED AID.,43.6608871,-79.3937206
2022,10,23,"55 HARBORD STREET, TORONTO",PERSON WELL-BEING CHECK,CONCERN FOR A PERSONS WELL-BEING; ALL IN ORDER.,43.6628599,-79.40103649999999
2022,10,23,"105 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; PARTY LEFT WHEN DIRECTED BY OFFICERS.,43.6653391,-79.3983834
2022,10,23,"6 HOSKIN AVENUE, TORONTO",UNWANTED PERSON,REPORT OF UNWANTED PERSONS; PARTIES LEFT PRIOR TO ARRIVAL.,43.6651403,-79.39554199999999
2022,10,23,"130 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSONS; CALL CANCELLED BY COMPLAINANT.,43.6644223,-79.3993359
2022,10,23,"299 BLORR STREET WEST, TORONTO",THEFT,THEFT OF BICYCLE PARTS WAS REPORTED.,43.6669549,-79.39620649999999
2022,10,23,"100 COLLEGE STREET, TORONTO",UNWANTED PERSON,REPORTS OF UNWANTED PERSONS; PARTIES LEFT PRIOR TO OFFICERS ARRIVAL.,43.6604812,-79.3886581
2022,10,23,"10 KING'S COLLEGE ROAD, TORONTO",INSECURE PREMISES,REPORT OF AN INSECURE PREMISES; ALL APPEARED IN ORDER.,43.6600106,-79.3948345
2022,10,23,"45 WILLCOCKS STREET, TORONTO",POLICE ASSISTANCE,PERSONS REQUESTING POLICE ASSISTANCE; ALL IN ORDER.,43.6610858,-79.400858
2022,10,23,"100 ST. GEORGE STREET, TORONTO",INSECURE PREMISES,REPORT OF AN INSECURE PREMISES; OFFICERS INVESTIGATED AND DETERMINED ALL TO BE IN ORDER.,43.6627535,-79.39868600000001
2022,10,23,"21 SUSSEX AVENUE, TORONTO",ASSIST OTHER AGENCY,OFFICERS ASSISTED OTHER AGENCY.,43.6647299,-79.40099479999999
2022,10,22,"1 SPADINA CRESCENT, TORONTO",PROPERTY DAMAGE,REPORT OF PROPERTY DAMAGE.,43.6596724,-79.400621
2022,10,22,"81 ST. MARY STREET, TORONTO",LIQUOR LICENCE ACT,REPORT OF AN INTOXICATED PERSON.,43.6666468,-79.39042119999999
2022,10,22,"105 ST. GEORGE STREET, TORONTO",POLICE INFORMATION,REPORT OF UNWELCOME CONTACT; PERSONS PROVIDED COMMUNITY SERVICES.,43.6653391,-79.3983834
2022,10,22,"130 ST. GEORGE STREET, TORONTO",SMOKE FREE ONTARIO,REPORT OF A SMOKE FREE ONTARIO ACT VIOLATION; PARTY LEFT AREA.,43.6644223,-79.3993359
2022,10,22,"124 EDWARD STREET, TORONTO",SUSPICIOUS PERSON, REPORT OF A SUSPICIOUS PERSON; PARTY WAS GONE UPON OFFICERS ARRIVAL.,43.6563089,-79.38714159999999
2022,10,22,"1 SPADINA CRESCENT, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT WHEN DIRECTED.,43.6596724,-79.400621
2022,10,22,"1 SPADINA CRESCENT, TORONTO",POLICE INFORMATION,REPORT OF UNWELCOME CONTACT/COMMUNICATION; RESOURCES PROVIDED.,43.6596724,-79.400621
2022,10,22,"10 KING'S COLLEGE ROAD, TORONTO",INSECURE PREMISES,REPORT OF AN INSECURE PREMISES; ALL IN ORDER.,43.6600106,-79.3948345
2022,10,21,"5 BANCROFT AVENUE, TORONTO",INSECURE PREMISES,REPORT OF AN INSECURE PREMISES. ,43.6605241,-79.3996682
2022,10,21,"55 HARBORD STREET, TORONTO",THEFT,REPORT OF A THEFT FROM AN UNLOCKED LOCKER.,43.6628599,-79.40103649999999
2022,10,21,"89 CHESTNUT STREET, TORONTO",SUSPICIOUS VEHICLE,REPORT OF A SUSPICIOUS VEHICLE;  ALL IN ORDER.,43.6540972,-79.3850073
2022,10,21,"70 ST. JOSEPH STREET, TORONTO",SUSPICIOUS INCIDENT,REPORT OF A SUSPICIOUS INCIDENT; INVESTIGATION CLOSED BY OFFICERS.,43.6657359,-79.38902519999999
2022,10,21,"100 ST. GEORGE STREET, TORONTO",PROTEST,REPORT OF A PROTEST.,43.6627535,-79.39868600000001
2022,10,21,"6 HOSKIN AVENUE, TORONTO",SUSPICIOUS CIRCUMSTANCES,REPORT OF SUSPICIOUS CIRCUMSTANCES; COMMUNITY SERVICES PROVIDED.,43.6651403,-79.39554199999999
2022,10,20,"45 WILLCOCKS STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; ALL IN ORDER.,43.6610858,-79.400858
2022,10,20,"9 KING'S COLLEGE CIRCLE, TORONTO",MEDICAL,MEDICAL AID REFUSED BY PARTY.,43.6620982,-79.3937002
2022,10,20,"17 GLEN MORRIS STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS ENGAGING IN PROHIBITED ACT; PARTIES LEFT PRIOR TO OFFICERS ARRIVAL.,43.6640102,-79.40169089999999
2022,10,20,"21 SUSSEX AVENUE, TORONTO",POLICE INFORMATION,CAMPUS SAFETY NOTIFIED OF UPCOMING PROTEST.,43.6647299,-79.40099479999999
2022,10,20,"30 CHARLES STREET WEST, TORONTO",POLICE ASSISTANCE,TORONTO POLICE SERVICE REQUESTING ASSISTANCE WITH AN ACTIVE INVESTIGATION.,43.6688271,-79.3869469
2022,10,20,"105 ST. GEORGE STREET, TORONTO",THEFT,ELECTRONICS REPORTED STOLEN.,43.6653391,-79.3983834
2022,10,20,"40 ST. GEORGE STREET, TORONTO",POLICE INFORMATION,PERSON REPORTED CONCERNS REGARDING SOCIAL MEDIA POSTS.,43.6595745,-79.3973729
2022,10,20,"71 PRINCE ARTHUR AVENUE, TORONTO",MISCHIEF,REPORT OF MISCHIEF (PROPERTY DAMAGE).,43.6687187,-79.39957199999999
2022,10,20,"40 ST. GEORGE STREET, TORONTO",UNWANTED PERSONS,REPORT OF AN UNWANTED PERSON.  ALL IN ORDER.,43.6595745,-79.3973729
2022,10,20,"85 CHARLES STREET WEST, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.,43.6674245,-79.3907693
2022,10,20,"55 HARBORD STREET, TORONTO",MEDICAL,TORONTO PARAMEDIC SERVICES TRANSPORTED PARTY TO HOSPITAL.,43.6628599,-79.40103649999999
2022,10,20,"55 HARBORD STREET, TORONTO",THEFT,NON-COMMUNITY MEMBER ARRESTED FOR THEFT.,43.6628599,-79.40103649999999
2022,10,19,"255 MCCAUL STREET, TORONTO",MEDICAL,REPORT OF A PERSON REQUIRING MEDICAL AID; PARAMEDICS PROVIDED AID TO PARTY.,43.6585451,-79.39292449999999
2022,10,19,"214 COLLEGE STREET, TORONTO",THEFT,REPORT OF SHOPLIFTING.,43.6590244,-79.39691380000001
2022,10,19,"35 CHARLES STREET WEST, TORONTO",UNKNOWN TROUBLE,REPORT OF A PERSON SCREAMING OUTSIDE; OFFICERS INVESTIGATED AND DETERMINED NO ONE IN DISTRESS.,43.6679783,-79.38733479999999
2022,10,19,"89 CHESTNUT STREET, TORONTO",THEFT,REPORT OF A CELLPHONE THEFT.,43.6540972,-79.3850073
2022,10,19,"111 ST. GEORGE STREET, TORONTO",THEFT,REPORT OF A BICYCLE THEFT.,43.6657764,-79.39851000000002
2022,10,19,"55 HARBORD STREET, TORONTO",THEFT,REPORT OF A THEFT FROM A LOCKER.,43.6628599,-79.40103649999999
2022,10,19,"2 SUSSEX AVENUE, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; PARTY LEFT AREA PRIOR TO OFFICERS ARRIVAL.,43.665552,-79.39952989999999
2022,10,19,"130 ST. GEORGE STREET, TORONTO",SUSPICIOUS INCIDENT,REPORT OF A CONCERN; ALL IN ORDER.,43.6644223,-79.3993359
2022,10,19,"35 CHARLES STREET WEST, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF A PERSON TRESPASSING; PARTY LEFT WHEN DIRECTED.,43.6679783,-79.38733479999999
2022,10,19,"321 BLOOR STREET WEST, TORONTO",DRUG PARAPHANALIA,REPORT OF DRUG PARAPHANALIA; DISPOSED OF BY OFFICERS.,43.6674618,-79.3991159
2022,10,19,"45 WILLCOCKS STREET, TORONTO",TRESPASS TO PROPERTY ACT,NON-COMMUNITY MEMBERS TRESPASSED BY OFFICERS.,43.6610858,-79.400858
2022,10,18,"55 HARBORD STREET, TORONTO",THEFT,REPORT OF AN ELECTRIC SCOOTER.,43.6628599,-79.40103649999999
2022,10,18,"80 ST. GEORGE STREET, TORONTO",THEFT,REPORT OF A BICYCLE THEFT.,43.66178439999999,-79.3977525
2022,10,18,"100 ST. GEORGE STREET, TORONTO",PROTEST,ANTI-ABORTION PROTEST REPORTED ADJACENT TO CAMPUS.,43.6627535,-79.39868600000001
2022,10,18,"100 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; PARTY LEFT AREA WHEN DIRECTED.,43.6627535,-79.39868600000001
2022,10,18,"130 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF SUSPICIOUS PERSONS WITH POWER TOOLS;  PARTIES GONE PRIOR TO OFFICERS ARRIVAL.,43.6644223,-79.3993359
2022,10,18,"10 KING'S COLLEGE ROAD, TORONTO",SUSPICIOUS INCIDENT,REPORT OF A SUSPICIOUS INCIDENT; ALL IN ORDER.,43.6600106,-79.3948345
2022,10,18,"21 SUSSEX AVENUE, TORONTO",FRAUD,REPORT OF FRAUD (JOB SCAM).,43.6647299,-79.40099479999999
2022,10,18,"21 SUSSEX AVENUE, TORONTO",POLICE ASSISTANCE,STUDENT PROVIDED RESOURCES BY OFFICERS.,43.6647299,-79.40099479999999
2022,10,17,"85 ST. GEORGE STREET, TORONTO",ANIMAL COMPLAINT,REPORT OF A DOG OFF LEASH.,43.6640402,-79.3978532
2022,10,17,"725 SPADINA AVENUE, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF A PERSON TRESPASSING; PARTY LEFT WHEN DIRECTED BY OFFICERS.,43.6664656,-79.40318169999999
2022,10,17,"30 CHARLES STREET WEST, TORONTO",DISPUTE,REPORT OF A DISPUTE; PARTIES WERE PROVIDED RESOURCES (NO THREATS/VIOLENCE/SAFETY CONCERNS).,43.6688271,-79.3869469
2022,10,17,"55 HARBORD STREET, TORONTO",THEFT,REPORT OF A SCOOTER THEFT.,43.6628599,-79.40103649999999
2022,10,17,"55 HARBORD STREET, TORONTO",MISCHIEF,REPORT OF MISCHIEF (GRAFFITI).,43.6628599,-79.40103649999999
2022,10,17,"7 HART HOUSE CIRCLE, TORONTO",THEFT,REORT OF A THEFT FROM A LOCKER.,43.6640143,-79.39433190000001
2022,10,17,"80 QUEEN'S PARK, TORONTO",UNWANTED PERSONS,REPORT OF AN UNWANTED PERSON; PARTY LEFT ON HIS OWN ACCORD.,43.66657319999999,-79.3946105
2022,10,17,"21 SUSSEX AVENUE, TORONTO",HARASSMENT,CONTINUED HARASSMENT INVESTIGATION.,43.6647299,-79.40099479999999
2022,10,17,"35 CHARLES STREET WEST, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON ACTING ODDLY.  PARTY WAS ESCORTED OFF PROPERTY WITHOUT INCIDENT &amp; ABLE TO CARE FOR THEMSELVES.,43.6679783,-79.38733479999999
2022,10,16,"24 KING'S COLLEGE CIRCLE, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF A PERSON TRESPASSING; PARTY WAS GONE UPON OFFICERS ARRIVAL.,43.66126999999999,-79.3959839
2022,10,16,"21 CLASSIC AVENUE, TORONTO",FIRE ALARM,OFFICERS RESPONDED TO A FIRE ALARM; DEEMED FALSE ALARM BY TFS.,43.6623317,-79.4003898
2022,10,16,"78 QUEEN'S PARK, TORONTO",UNWANTED PERSONS,REPORT OF AN UNWANTED PERSON; ALL IN ORDER AND PARTY WAS ABLE TO CARE FOR THEMSELVES.,43.6661177,-79.3937945
2022,10,16,"144 COLLEGE STREET, TORONTO",UWNANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY HAS LEFT THE AREA WITHOUT DIRECTION.,43.65993290000001,-79.3916642
2022,10,16,"21 SUSSEX AVENUE, TORONTO",POLICE ASSISTANCE,STUDENT PROVIDED ASSISTANCE FROM OFFICERS.,43.6647299,-79.40099479999999
2022,10,16,"170 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF A PERSON LOITERING; PARTY LEFT PRIOR TO OFFICERS ARRIVAL.,43.6677163,-79.4002076
2022,10,15,"21 SUSSEX AVENUE, TORONTO",HARASSMENT,REPORT OF CONTINUED HARASSMENT; FOLLOW-UP.,43.6647299,-79.40099479999999
2022,10,15,"30 CHARLES STREET WEST, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF A PERSON ENTERING WHEN ENTRY PROHIBITED; PARTY LEFT WHEN DIRECTED BY OFFICERS.,43.6688271,-79.3869469
2022,10,15,"85 ST. GEORGE STREET, TORONTO",911 HANG UP,TPS REQUESTED ASSISTANCE WITH A 911 HANG UP CALL; NO EMERGENCY FOUND.,43.6640402,-79.3978532
2022,10,14,"78 QUEEN'S PARK, TORONTO",MISCHIEF,REPORT OF A MISCHIEF TO MOTOR VEHICLE.,43.6661177,-79.3937945
